pk_report_stock_balance,sort_key_report_stock_balance,c_des1,c_des2,diff_day,docno,first_recdate,GSI_ItemDate_Doc,GSI_PreEvent2,GSI_Wh_Prein_Item_Date_Doc,GSI_Whcode,itemcode,itemno,maincode,pre_event2,qtybal,qtyin,qtyout,seriesno,unitname,whcode
MG5#2021004#I-2021004-00067#39#1#P2000100100000,MG5#2021004#I-2021004-00067#39#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#39#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#39#1,001,P2000100100000,39,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1563#1#P3050101200113,MG5#2021004#I-2021004-00135#1563#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1563#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1563#1,001,P3050101200113,1563,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#106#1#P2000100400100,MG5#2021004#I-2021004-00135#106#1#P2000100400100,หิน,เบอร์ 1,383,I-2021004-00135,2024-09-06,P2000100400100#2024-09-06#I-2021004-00135#106#1,2021004,2021004#P2000100400100#2024-09-06#I-2021004-00135#106#1,001,P2000100400100,106,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00126#31#1#P2000101800100,MG5#2021004#I-2021004-00126#31#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#31#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#31#1,001,P2000101800100,31,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1023#1#P2400101300500,MG5#2021004#I-2021004-00135#1023#1#P2400101300500,น้ำยาล้าง,น้ำยาล้างรถ,383,I-2021004-00135,2024-09-06,P2400101300500#2024-09-06#I-2021004-00135#1023#1,2021004,2021004#P2400101300500#2024-09-06#I-2021004-00135#1023#1,001,P2400101300500,1023,MG5,2021004,1,1,0,1,แกลลอน,001
MG5#2021001#I-2021001-00012#4#1#P2000101300000,MG5#2021001#I-2021001-00012#4#1#P2000101300000,ทรายหยาบ,,790,I-2021001-00012,2023-07-27,P2000101300000#2023-07-27#I-2021001-00012#4#1,2021001,2021001#P2000101300000#2023-07-27#I-2021001-00012#4#1,W001,P2000101300000,4,MG5,2021001,1,1,0,1,ลบ.ม.,W001
MG5#2021004#I-2021004-00135#1358#1#P1050100200500,MG5#2021004#I-2021004-00135#1358#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1358#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1358#1,001,P1050100200500,1358,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021006#I-2021006-00003#12#1#P2000101300000,MG5#2021006#I-2021006-00003#12#1#P2000101300000,ทรายหยาบ,,1400,I-2021006-00003,2021-11-24,P2000101300000#2021-11-24#I-2021006-00003#12#1,2021006,2021006#P2000101300000#2021-11-24#I-2021006-00003#12#1,W1,P2000101300000,12,MG5,2021006,1,1,0,1,ลบ.ม.,W1
MG5#2021004#I-2021004-00135#946#1#P1100101101800,MG5#2021004#I-2021004-00135#946#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#946#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#946#1,001,P1100101101800,946,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#422#1#P3050101300119,MG5#2021004#I-2021004-00135#422#1#P3050101300119,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300119#2024-09-06#I-2021004-00135#422#1,2021004,2021004#P3050101300119#2024-09-06#I-2021004-00135#422#1,001,P3050101300119,422,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#2151#1#P2400104304400,MG5#2021004#I-2021004-00135#2151#1#P2400104304400,อุปกรณ์ความปลอดภัยส่วนบุคคล,หมวกเซฟตี้ สีแดง,383,I-2021004-00135,2024-09-06,P2400104304400#2024-09-06#I-2021004-00135#2151#1,2021004,2021004#P2400104304400#2024-09-06#I-2021004-00135#2151#1,001,P2400104304400,2151,MG5,2021004,1,1,0,1,ใบ,001
MG5#2021004#I-2021004-00126#148#1#P2000101800100,MG5#2021004#I-2021004-00126#148#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#148#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#148#1,001,P2000101800100,148,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1861#1#P2400102800900,MG5#2021004#I-2021004-00135#1861#1#P2400102800900,ดอกสกัด/อุปกรณ์ดอกสกัด,ดอกสกัดไฟฟ้า HM-1500,383,I-2021004-00135,2024-09-06,P2400102800900#2024-09-06#I-2021004-00135#1861#1,2021004,2021004#P2400102800900#2024-09-06#I-2021004-00135#1861#1,001,P2400102800900,1861,MG5,2021004,1,1,0,1,ดอก,001
MG5#2021004#I-2021004-00126#229#1#P2000101800100,MG5#2021004#I-2021004-00126#229#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#229#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#229#1,001,P2000101800100,229,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1797#1#P2400102800900,MG5#2021004#I-2021004-00135#1797#1#P2400102800900,ดอกสกัด/อุปกรณ์ดอกสกัด,ดอกสกัดไฟฟ้า HM-1500,383,I-2021004-00135,2024-09-06,P2400102800900#2024-09-06#I-2021004-00135#1797#1,2021004,2021004#P2400102800900#2024-09-06#I-2021004-00135#1797#1,001,P2400102800900,1797,MG5,2021004,1,1,0,1,ดอก,001
MG5#2021004#I-2021004-00126#23#1#P2000101800100,MG5#2021004#I-2021004-00126#23#1#P2000101800100,ดินเหนียว,เนื้อละเอียด,405,I-2021004-00126,2024-08-15,P2000101800100#2024-08-15#I-2021004-00126#23#1,2021004,2021004#P2000101800100#2024-08-15#I-2021004-00126#23#1,001,P2000101800100,23,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#1900#1#P4050101200800,MG5#2021004#I-2021004-00135#1900#1#P4050101200800,ท่อใยหิน,ขนาด 90x50 ซม.,383,I-2021004-00135,2024-09-06,P4050101200800#2024-09-06#I-2021004-00135#1900#1,2021004,2021004#P4050101200800#2024-09-06#I-2021004-00135#1900#1,001,P4050101200800,1900,MG5,2021004,1,1,0,1,ท่อน,001
MG5#2021001#I-2021001-00006#23#1#P2000101300000,MG5#2021001#I-2021001-00006#23#1#P2000101300000,ทรายหยาบ,,1566,I-2021001-00006,2021-06-11,P2000101300000#2021-06-11#I-2021001-00006#23#1,2021001,2021001#P2000101300000#2021-06-11#I-2021001-00006#23#1,W001,P2000101300000,23,MG5,2021001,1,1,0,1,ลบ.ม.,W001
MG5#2021004#I-2021004-00135#1430#1#P1050100200500,MG5#2021004#I-2021004-00135#1430#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1430#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1430#1,001,P1050100200500,1430,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#285#1#P3600100700108,MG5#2021004#I-2021004-00135#285#1#P3600100700108,สีกันไฟ,S99 (23.70 ลิตร/ถัง),383,I-2021004-00135,2024-09-06,P3600100700108#2024-09-06#I-2021004-00135#285#1,2021004,2021004#P3600100700108#2024-09-06#I-2021004-00135#285#1,001,P3600100700108,285,MG5,2021004,1,1,0,1,ถัง,001
MG5#2021004#I-2021004-00135#1375#1#P1050100200500,MG5#2021004#I-2021004-00135#1375#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1375#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1375#1,001,P1050100200500,1375,MG5,2021004,1,1,0,1,เส้น,001
MG3#2021001#I-2021001-00049#106#1#P3801000500200,MG3#2021001#I-2021001-00049#106#1#P3801000500200,Matix กล่องลอย,AM5526S,1246,I-2021001-00049,2022-04-27,P3801000500200#2022-04-27#I-2021001-00049#106#1,2021001,2021001#P3801000500200#2022-04-27#I-2021001-00049#106#1,SITE,P3801000500200,106,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021004#I-2021004-00135#1012#1#P2400101300500,MG5#2021004#I-2021004-00135#1012#1#P2400101300500,น้ำยาล้าง,น้ำยาล้างรถ,383,I-2021004-00135,2024-09-06,P2400101300500#2024-09-06#I-2021004-00135#1012#1,2021004,2021004#P2400101300500#2024-09-06#I-2021004-00135#1012#1,001,P2400101300500,1012,MG5,2021004,1,1,0,1,แกลลอน,001
MG1#2021093#I-2021093-00510#2#1#P2000100400300,MG1#2021093#I-2021093-00510#2#1#P2000100400300,หิน,เบอร์ 3,568,I-2021093-00510,2024-03-05,P2000100400300#2024-03-05#I-2021093-00510#2#1,2021093,2021093#P2000100400300#2024-03-05#I-2021093-00510#2#1,001,P2000100400300,2,MG1,2021093,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00067#242#1#P2000100100000,MG5#2021004#I-2021004-00067#242#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#242#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#242#1,001,P2000100100000,242,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00067#95#1#P2000100100000,MG5#2021004#I-2021004-00067#95#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#95#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#95#1,001,P2000100100000,95,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#303#1#P3600100700108,MG5#2021004#I-2021004-00135#303#1#P3600100700108,สีกันไฟ,S99 (23.70 ลิตร/ถัง),383,I-2021004-00135,2024-09-06,P3600100700108#2024-09-06#I-2021004-00135#303#1,2021004,2021004#P3600100700108#2024-09-06#I-2021004-00135#303#1,001,P3600100700108,303,MG5,2021004,1,1,0,1,ถัง,001
MG5#2021004#I-2021004-00135#1320#1#P1050100200500,MG5#2021004#I-2021004-00135#1320#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1320#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1320#1,001,P1050100200500,1320,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#343#1#P2400101706500,MG5#2021004#I-2021004-00135#343#1#P2400101706500,ใบตัด/ใบเจียร/ใบขัด,หินเจียร์ลูกอม ( หินแต่งพิมพ์ ) สีชมพูขนาด 1 1/4'',383,I-2021004-00135,2024-09-06,P2400101706500#2024-09-06#I-2021004-00135#343#1,2021004,2021004#P2400101706500#2024-09-06#I-2021004-00135#343#1,001,P2400101706500,343,MG5,2021004,1,1,0,1,EA,001
MG5#2021004#I-2021004-00135#237#1#P2050100200600,MG5#2021004#I-2021004-00135#237#1#P2050100200600,เสาเข็มสี่เหลี่ยม,ขนาด 0.13x0.13 ม.ยาว 7 เมตร,383,I-2021004-00135,2024-09-06,P2050100200600#2024-09-06#I-2021004-00135#237#1,2021004,2021004#P2050100200600#2024-09-06#I-2021004-00135#237#1,001,P2050100200600,237,MG5,2021004,1,1,0,1,ต้น,001
MG5#2021004#I-2021004-00135#936#1#P1100101101800,MG5#2021004#I-2021004-00135#936#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#936#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#936#1,001,P1100101101800,936,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#957#1#P1100101101800,MG5#2021004#I-2021004-00135#957#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#957#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#957#1,001,P1100101101800,957,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#1571#1#P3050101200113,MG5#2021004#I-2021004-00135#1571#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1571#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1571#1,001,P3050101200113,1571,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021001#I-2021001-00010#1#1#P3450100100000,MG5#2021001#I-2021001-00010#1#1#P3450100100000,บานประตูไม้สัก,,1217,I-2021001-00010,2022-05-26,P3450100100000#2022-05-26#I-2021001-00010#1#1,2021001,2021001#P3450100100000#2022-05-26#I-2021001-00010#1#1,W001,P3450100100000,1,MG5,2021001,1,1,0,1,บาน,W001
MG3#2021001#I-2021001-00022#57#1#P3801000100300,MG3#2021001#I-2021001-00022#57#1#P3801000100300,Matix สวิตช์,แผ่นปิด 2 ช่องร้อยสาย AM500P/2,1694,I-2021001-00022,2021-02-03,P3801000100300#2021-02-03#I-2021001-00022#57#1,2021001,2021001#P3801000100300#2021-02-03#I-2021001-00022#57#1,SITE,P3801000100300,57,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00135#1445#1#P1050100200500,MG5#2021004#I-2021004-00135#1445#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1445#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1445#1,001,P1050100200500,1445,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#533#1#P3050101300109,MG5#2021004#I-2021004-00135#533#1#P3050101300109,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300109#2024-09-06#I-2021004-00135#533#1,2021004,2021004#P3050101300109#2024-09-06#I-2021004-00135#533#1,001,P3050101300109,533,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021006#I-2021006-00015#56#1#P2000101300000,MG5#2021006#I-2021006-00015#56#1#P2000101300000,ทรายหยาบ,,725,I-2021006-00015,2023-09-30,P2000101300000#2023-09-30#I-2021006-00015#56#1,2021006,2021006#P2000101300000#2023-09-30#I-2021006-00015#56#1,W1,P2000101300000,56,MG5,2021006,1,1,0,1,ลบ.ม.,W1
MG5#2021004#I-2021004-00135#874#1#P3000100500500,MG5#2021004#I-2021004-00135#874#1#P3000100500500,บล็อคแก้ว,ขนาด 0.20x0.60 m.หนา 10 cm.,383,I-2021004-00135,2024-09-06,P3000100500500#2024-09-06#I-2021004-00135#874#1,2021004,2021004#P3000100500500#2024-09-06#I-2021004-00135#874#1,001,P3000100500500,874,MG5,2021004,1,1,0,1,ก้อน,001
MG3#2021001#I-2021001-00022#23#1#P3801000100100,MG3#2021001#I-2021001-00022#23#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1694,I-2021001-00022,2021-02-03,P3801000100100#2021-02-03#I-2021001-00022#23#1,2021001,2021001#P3801000100100#2021-02-03#I-2021001-00022#23#1,SITE,P3801000100100,23,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00135#1849#1#P2400102800900,MG5#2021004#I-2021004-00135#1849#1#P2400102800900,ดอกสกัด/อุปกรณ์ดอกสกัด,ดอกสกัดไฟฟ้า HM-1500,383,I-2021004-00135,2024-09-06,P2400102800900#2024-09-06#I-2021004-00135#1849#1,2021004,2021004#P2400102800900#2024-09-06#I-2021004-00135#1849#1,001,P2400102800900,1849,MG5,2021004,1,1,0,1,ดอก,001
MG5#2021004#I-2021004-00135#1597#1#P3050101200113,MG5#2021004#I-2021004-00135#1597#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1597#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1597#1,001,P3050101200113,1597,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021004#I-2021004-00135#151#1#P2400100602700,MG5#2021004#I-2021004-00135#151#1#P2400100602700,เกียง/สามเหลี่ยมปาดปูน,กะบะฉาบปูน,383,I-2021004-00135,2024-09-06,P2400100602700#2024-09-06#I-2021004-00135#151#1,2021004,2021004#P2400100602700#2024-09-06#I-2021004-00135#151#1,001,P2400100602700,151,MG5,2021004,1,1,0,1,อัน,001
MG1#2019001#T-2019001-00003#1#1#P1100100103000,MG1#2019001#T-2019001-00003#1#1#P1100100103000,เหล็กท่อดำ,27.2x5.0 mm.,1105,T-2019001-00003,2022-09-15,P1100100103000#2022-09-15#T-2019001-00003#1#1,2019001,2019001#P1100100103000#2022-09-15#T-2019001-00003#1#1,MG001,P1100100103000,1,MG1,2019001,1,1,0,1,เส้น,MG001
MG1#2021064#I-2021064-00123#6#1#A1050100100000,MG1#2021064#I-2021064-00123#6#1#A1050100100000,กล้องประมวลผล ( Total Station ),,106,I-2021064-00123,2025-06-10,A1050100100000#2025-06-10#I-2021064-00123#6#1,2021064,2021064#A1050100100000#2025-06-10#I-2021064-00123#6#1,002,A1050100100000,6,MG1,2021064,1,1,0,1,ดอก,002
MG5#2021004#I-2021004-00135#1912#1#P4050101200800,MG5#2021004#I-2021004-00135#1912#1#P4050101200800,ท่อใยหิน,ขนาด 90x50 ซม.,383,I-2021004-00135,2024-09-06,P4050101200800#2024-09-06#I-2021004-00135#1912#1,2021004,2021004#P4050101200800#2024-09-06#I-2021004-00135#1912#1,001,P4050101200800,1912,MG5,2021004,1,1,0,1,ท่อน,001
MG1#2021125#T-2021031-00001#1#1#P1100100901300,MG1#2021125#T-2021031-00001#1#1#P1100100901300,เหล็ก Flat Bar,38x3 mm.6m. /เส้น,1101,T-2021031-00001,2022-09-19,P1100100901300#2022-09-19#T-2021031-00001#1#1,2021125,2021125#P1100100901300#2022-09-19#T-2021031-00001#1#1,001,P1100100901300,1,MG1,2021125,1,1,0,1,เส้น,001
MG3#2021001#I-2021001-00050#4#1#P3801000500100,MG3#2021001#I-2021001-00050#4#1#P3801000500100,Matix กล่องลอย,AM5503S,1035,I-2021001-00050,2022-11-24,P3801000500100#2022-11-24#I-2021001-00050#4#1,2021001,2021001#P3801000500100#2022-11-24#I-2021001-00050#4#1,SITE,P3801000500100,4,MG3,2021001,1,1,0,1,ใบ,SITE
MG5#2021004#I-2021004-00135#910#1#P1100101101800,MG5#2021004#I-2021004-00135#910#1#P1100101101800,เหล็กแผ่นลาย,4'x8'x3.2mm.,383,I-2021004-00135,2024-09-06,P1100101101800#2024-09-06#I-2021004-00135#910#1,2021004,2021004#P1100101101800#2024-09-06#I-2021004-00135#910#1,001,P1100101101800,910,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#2008#1#P2400102401500,MG5#2021004#I-2021004-00135#2008#1#P2400102401500,กระดาษทราย,กระดาษทรายน้ำ #320,383,I-2021004-00135,2024-09-06,P2400102401500#2024-09-06#I-2021004-00135#2008#1,2021004,2021004#P2400102401500#2024-09-06#I-2021004-00135#2008#1,001,P2400102401500,2008,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#1870#1#P2400102800900,MG5#2021004#I-2021004-00135#1870#1#P2400102800900,ดอกสกัด/อุปกรณ์ดอกสกัด,ดอกสกัดไฟฟ้า HM-1500,383,I-2021004-00135,2024-09-06,P2400102800900#2024-09-06#I-2021004-00135#1870#1,2021004,2021004#P2400102800900#2024-09-06#I-2021004-00135#1870#1,001,P2400102800900,1870,MG5,2021004,1,1,0,1,ดอก,001
MG5#2021004#I-2021004-00067#59#1#P2000100100000,MG5#2021004#I-2021004-00067#59#1#P2000100100000,ดินถม,,617,I-2021004-00067,2024-01-16,P2000100100000#2024-01-16#I-2021004-00067#59#1,2021004,2021004#P2000100100000#2024-01-16#I-2021004-00067#59#1,001,P2000100100000,59,MG5,2021004,1,1,0,1,ลบ.ม.,001
MG5#2021004#I-2021004-00135#2367#1#P4050101000200,MG5#2021004#I-2021004-00135#2367#1#P4050101000200,ฝาแมนโฮลและเฟรม,SS-2 650 มม. ติดยาง,383,I-2021004-00135,2024-09-06,P4050101000200#2024-09-06#I-2021004-00135#2367#1,2021004,2021004#P4050101000200#2024-09-06#I-2021004-00135#2367#1,001,P4050101000200,2367,MG5,2021004,1,1,0,1,ชุด/set,001
MG5#2021004#I-2021004-00135#961#1#P2400101901600,MG5#2021004#I-2021004-00135#961#1#P2400101901600,ลวดเชื่อม/สายเชื่อม/หัวเชื่อม,สายเชื่อม 30 Sq.mm.,383,I-2021004-00135,2024-09-06,P2400101901600#2024-09-06#I-2021004-00135#961#1,2021004,2021004#P2400101901600#2024-09-06#I-2021004-00135#961#1,001,P2400101901600,961,MG5,2021004,1,1,0,1,เมตร,001
MG5#2021004#I-2021004-00135#1406#1#P1050100200500,MG5#2021004#I-2021004-00135#1406#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1406#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1406#1,001,P1050100200500,1406,MG5,2021004,1,1,0,1,เส้น,001
MG3#2021001#I-2021001-00022#18#1#P3801000100100,MG3#2021001#I-2021001-00022#18#1#P3801000100100,Matix สวิตช์,แผ่นปิด 1 ช่อง AM5000,1694,I-2021001-00022,2021-02-03,P3801000100100#2021-02-03#I-2021001-00022#18#1,2021001,2021001#P3801000100100#2021-02-03#I-2021001-00022#18#1,SITE,P3801000100100,18,MG3,2021001,1,1,0,1,ชิ้น,SITE
MG5#2021004#I-2021004-00135#575#1#P3050101300109,MG5#2021004#I-2021004-00135#575#1#P3050101300109,ปูนยาแนว PO-157,(1 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101300109#2024-09-06#I-2021004-00135#575#1,2021004,2021004#P3050101300109#2024-09-06#I-2021004-00135#575#1,001,P3050101300109,575,MG5,2021004,1,1,0,1,ถุง,001
MG5#2021001#I-2021001-00024#2#1#PS030010100101,MG5#2021001#I-2021001-00024#2#1#PS030010100101,วัสดุรายการที่ 1,SN = Y,602,I-2021001-00024,2024-01-31,PS030010100101#2024-01-31#I-2021001-00024#2#1,2021001,2021001#PS030010100101#2024-01-31#I-2021001-00024#2#1,W001,PS030010100101,2,MG5,2021001,1,1,0,1,ชิ้น,W001
MG5#2021004#I-2021004-00135#2004#1#P2400102401500,MG5#2021004#I-2021004-00135#2004#1#P2400102401500,กระดาษทราย,กระดาษทรายน้ำ #320,383,I-2021004-00135,2024-09-06,P2400102401500#2024-09-06#I-2021004-00135#2004#1,2021004,2021004#P2400102401500#2024-09-06#I-2021004-00135#2004#1,001,P2400102401500,2004,MG5,2021004,1,1,0,1,แผ่น12345,001
MG5#2021004#I-2021004-00135#1367#1#P1050100200500,MG5#2021004#I-2021004-00135#1367#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1367#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1367#1,001,P1050100200500,1367,MG5,2021004,1,1,0,1,เส้น,001
MG1#2021031#I-2021031-00003#31#1#B1000104700000,MG1#2021031#I-2021031-00003#31#1#B1000104700000,ตะกร้าเอกสาร,,1118,I-2021031-00003,2022-09-02,B1000104700000#2022-09-02#I-2021031-00003#31#1,2021031,2021031#B1000104700000#2022-09-02#I-2021031-00003#31#1,001,B1000104700000,31,MG1,2021031,1,1,0,1,อัน,001
MG1#2021166#T-2021093-00107#1#1#PB102700101500,MG1#2021166#T-2021093-00107#1#1#PB102700101500,สีสเปรย์,สีดำ,568,T-2021093-00107,2024-03-05,PB102700101500#2024-03-05#T-2021093-00107#1#1,2021166,2021166#PB102700101500#2024-03-05#T-2021093-00107#1#1,0001,PB102700101500,1,MG1,2021166,1,1,0,1,กระป๋อง,0001
MG5#2021004#I-2021004-00135#1412#1#P1050100200500,MG5#2021004#I-2021004-00135#1412#1#P1050100200500,เหล็กข้ออ้อย,SD 40 DB16mm. ยาว 10.00 m.,383,I-2021004-00135,2024-09-06,P1050100200500#2024-09-06#I-2021004-00135#1412#1,2021004,2021004#P1050100200500#2024-09-06#I-2021004-00135#1412#1,001,P1050100200500,1412,MG5,2021004,1,1,0,1,เส้น,001
MG5#2021004#I-2021004-00135#1858#1#P2400102800900,MG5#2021004#I-2021004-00135#1858#1#P2400102800900,ดอกสกัด/อุปกรณ์ดอกสกัด,ดอกสกัดไฟฟ้า HM-1500,383,I-2021004-00135,2024-09-06,P2400102800900#2024-09-06#I-2021004-00135#1858#1,2021004,2021004#P2400102800900#2024-09-06#I-2021004-00135#1858#1,001,P2400102800900,1858,MG5,2021004,1,1,0,1,ดอก,001
MG1#2021007#T-2021007-00001#1#1#P3100100100200,MG1#2021007#T-2021007-00001#1#1#P3100100100200,กระเบื้องแกรนิตโต้,ขนาด 30x60 ซม.,1691,T-2021007-00001,2021-02-06,P3100100100200#2021-02-06#T-2021007-00001#1#1,2021007,2021007#P3100100100200#2021-02-06#T-2021007-00001#1#1,001,P3100100100200,1,MG1,2021007,1,1,0,1,กล่อง,001
MG5#2021004#I-2021004-00135#325#1#P3600100700108,MG5#2021004#I-2021004-00135#325#1#P3600100700108,สีกันไฟ,S99 (23.70 ลิตร/ถัง),383,I-2021004-00135,2024-09-06,P3600100700108#2024-09-06#I-2021004-00135#325#1,2021004,2021004#P3600100700108#2024-09-06#I-2021004-00135#325#1,001,P3600100700108,325,MG5,2021004,1,1,0,1,ถัง,001
MG5#2021004#I-2021004-00111#2#1#P2000100700000,MG5#2021004#I-2021004-00111#2#1#P2000100700000,หินคลุก,,931,I-2021004-00111,2023-03-08,P2000100700000#2023-03-08#I-2021004-00111#2#1,2021004,2021004#P2000100700000#2023-03-08#I-2021004-00111#2#1,002,P2000100700000,2,MG5,2021004,1,1,0,1,ลบ.ม.,002
MG5#2021004#I-2021004-00135#1598#1#P3050101200113,MG5#2021004#I-2021004-00135#1598#1#P3050101200113,ปูนกาว TTB,(25 กก./ถุง),383,I-2021004-00135,2024-09-06,P3050101200113#2024-09-06#I-2021004-00135#1598#1,2021004,2021004#P3050101200113#2024-09-06#I-2021004-00135#1598#1,001,P3050101200113,1598,MG5,2021004,1,1,0,1,ถุง,001
